"id","query","name","type","address","adname","location","pname","cityname","tel","source"
"B0HKKSK5RL","免渡河林业局","包氏砂锅馅饼(中兴商业街店)","餐饮服务;快餐厅;快餐厅","免渡河林业局东北侧50米","牙克石市","121.050032,49.095981","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0HR5G8RYC","加格达奇林业局","加格达奇区林业和草原局","政府机构及社会团体;政府机关;政府机关相关","","加格达奇区","124.125159,50.423776","黑龙江省","大兴安岭地区","","amap_place_text"
"B0HRD7YK3F","甘河林场","甘河","地名地址信息;自然地名;河流","鄂伦春自治旗","鄂伦春自治旗","124.318088,49.924873","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0HRLR33SD","根河林业局","金河林业局电讯管理处","政府机构及社会团体;政府机关;政府机关相关","204省道与302省道交叉口东480米","根河市","121.504540,51.334034","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0I0BRCMNK","阿里河林场","阿里河","地名地址信息;自然地名;河流","鄂伦春自治旗","鄂伦春自治旗","123.632597,50.755260","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0I0BRFWI7","阿里河林场","阿里河","地名地址信息;自然地名;河流","鄂伦春自治旗","鄂伦春自治旗","123.481613,50.823398","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0I0UR5RCD","阿里河林场","阿里河","地名地址信息;自然地名;河流","鄂伦春自治旗","鄂伦春自治旗","123.498427,51.049206","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0I0UR89D7","阿里河林场","阿里河","地名地址信息;自然地名;河流","鄂伦春自治旗","鄂伦春自治旗","123.503299,50.931176","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0I0UR93PM","阿里河林场","阿里河","地名地址信息;自然地名;河流","鄂伦春自治旗","鄂伦春自治旗","123.524822,51.015537","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0I0UR93PZ","阿里河林场","阿里河","地名地址信息;自然地名;河流","鄂伦春自治旗","鄂伦春自治旗","123.528336,50.977108","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0I33RYU0K","伊图里河林业局","伊图里河宾馆","住宿服务;住宿服务相关;住宿服务相关","伊图里河镇","牙克石市","121.591475,50.648842","内蒙古自治区","呼伦贝尔市","0470-7699899","amap_place_text"
"B0IA3ST0U9","阿里河林场","阿里河路","地名地址信息;交通地名;道路名","海拉尔区","海拉尔区","119.767440,49.217313","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0IA97R33M","甘河林业局","甘河林业局奇力滨管护所","政府机构及社会团体;政府及社会团体相关;政府及社会团体相关","甘河镇","鄂伦春自治旗","123.058534,50.633858","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0IK5SNQH0","牙克石林业局","牙克石林业和草原局","政府机构及社会团体;政府机关;乡镇级政府及事业单位","湖滨北路25号","牙克石市","120.699185,49.287681","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0J2Z629SA","大杨树林业局","大杨树林业局鑫港海鲜","餐饮服务;中餐厅;海鲜酒楼","大杨树镇林业局四号商住楼28号一带二层","鄂伦春自治旗","124.624621,49.737502","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0J6PR7HYF","阿里河林场","阿里河","地名地址信息;自然地名;河流","鄂伦春自治旗","鄂伦春自治旗","123.671610,50.714968","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JB17HD1D","甘河林业局","甘河森林工业有限公司库西林场","公司企业;农林牧渔基地;其它农林牧渔基地","甘河镇人民政府西南侧60米","鄂伦春自治旗","123.041403,50.631470","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JB17HD22","大杨树林场","大杨树林业有限责任公司朝阳林场","公司企业;农林牧渔基地;其它农林牧渔基地","乌鲁布铁镇扎兰河农场","鄂伦春自治旗","124.292370,49.878089","内蒙古自治区","呼伦贝尔市","0470-5720452","amap_place_text"
"B0JB17HD22","大杨树林业局","大杨树林业有限责任公司朝阳林场","公司企业;农林牧渔基地;其它农林牧渔基地","乌鲁布铁镇扎兰河农场","鄂伦春自治旗","124.292370,49.878089","内蒙古自治区","呼伦贝尔市","0470-5720452","amap_place_text"
"B0JBM756EM","大杨树林业局","瑞丰液化气有限责任公司","公司企业;公司;公司|生活服务;生活服务场所;生活服务场所","大杨树镇林业局工程处坝北侧","鄂伦春自治旗","124.609692,49.720422","内蒙古自治区","呼伦贝尔市","0470-5724437","amap_place_text"
"B0JBP9840V","甘河林业局","甘河森林公安局中心派出所","政府机构及社会团体;公检法机构;公安警察","老兵饭庄东南侧210米","鄂伦春自治旗","123.056739,50.631363","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JG1SANFT","大杨树林场","大杨树林场卫生室","医疗保健服务;诊所;诊所","大杨树林场文化活动室西侧","鄂伦春自治旗","124.655306,49.730299","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JG1SF2KR","大杨树林场","大杨树林场文化活动室","科教文化服务;文化宫;文化宫","林场卫生室东侧","鄂伦春自治旗","124.655432,49.730294","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JG1SF2KS","阿里河林业局","内蒙古大兴安岭森林公安局阿里河分局第二派出所","政府机构及社会团体;公检法机构;公安警察","191县道","鄂伦春自治旗","123.906695,50.525685","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JG1ZEVIJ","大杨树林业局","哎约海鲜烧烤一角串","餐饮服务;中餐厅;中餐厅","能源路与多布库尔街交叉口东南200米","鄂伦春自治旗","124.625317,49.737581","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JG1ZFHQN","大杨树林场","大杨树林场","公司企业;农林牧渔基地;其它农林牧渔基地","升华公司西侧120米","鄂伦春自治旗","124.650703,49.730546","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JG1ZGIHV","阿里河林业局","内蒙古大兴安岭森林公安局阿里河分局第一派出所","政府机构及社会团体;公检法机构;公安警察","广场路一巷8号","鄂伦春自治旗","123.709516,50.598801","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JGNDTQHH","甘河林业局","林泰物业锅炉房","生活服务;生活服务场所;生活服务场所","甘河林业局奇力滨管护所北侧200米","鄂伦春自治旗","123.058069,50.635716","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JGNDUSIX","克一河林业局","克一河林业局森调大队","政府机构及社会团体;政府机关;乡镇级政府及事业单位","克一河镇中央街大桥东南侧","鄂伦春自治旗","122.504819,50.651841","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JGNHQYWC","大杨树林业局","内蒙古大兴安岭森林公安局大杨树分局宜里派出所","政府机构及社会团体;公检法机构;公安警察","宜升街","鄂伦春自治旗","124.239739,49.553510","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JGNSSVXR","克一河林业局","林泰物业克一河分公司","公司企业;公司;公司","中央街362号","鄂伦春自治旗","122.497274,50.651139","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JGNSUSEI","甘河林业局","甘河森林工业有限公司源江林场","公司企业;农林牧渔基地;其它农林牧渔基地","中共甘河森工公司贮木场总支委员会北侧210米","鄂伦春自治旗","123.065999,50.634322","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JGNSV7MN","甘河林业局","甘河森林公安局第一派出所","政府机构及社会团体;公检法机构;公安警察","中共甘河森工公司贮木场总支委员会北侧190米","鄂伦春自治旗","123.066863,50.634197","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JGNSVF27","甘河林业局","甘河森林工业有限公司乌里依特林场","公司企业;农林牧渔基地;其它农林牧渔基地","中共甘河森工公司贮木场总支委员会西北侧200米","鄂伦春自治旗","123.065791,50.634188","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JGNSVMPL","克一河林业局","星期八酒行","购物服务;专卖店;烟酒专卖店","克一河林业局西侧130米","鄂伦春自治旗","122.494280,50.650107","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JGNSVU8H","甘河林业局","甘河森林工业有限公司森林消防专业扑火队","政府机构及社会团体;公检法机构;消防机关","吉祥旅店车库东侧190米","鄂伦春自治旗","123.059767,50.631690","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JGNSWEM5","甘河林业局","甘河森林公路养护中心","公司企业;公司;公司","运材路","鄂伦春自治旗","123.091895,50.644593","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JGTCYIWJ","甘河林业局","甘河林业局离退休职工管理处","政府机构及社会团体;政府机关;区县级政府及事业单位","甘河林业医院西侧100米","鄂伦春自治旗","123.040884,50.631949","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0JGX7BD25","大杨树林场","内蒙古大杨树粮库有限责任公司","公司企业;公司;公司","大杨树镇","鄂伦春自治旗","124.631503,49.754358","内蒙古自治区","呼伦贝尔市","0470-5716577","amap_place_text"
"B0JKGH6G0Q","加格达奇林场","大兴安岭林业集团加格达奇林业局翠峰林场翠古0公里检查站工会户外劳动者服务站点","生活服务;生活服务场所;生活服务场所","加漠公路","鄂伦春自治旗","124.289345,50.614391","内蒙古自治区","呼伦贝尔市","13846562300","amap_place_text"
"B0JKYZVP0I","克一河林业局","工会驿站(克一河林业局66综合管护站工会户外劳动者服务站点)","生活服务;生活服务场所;生活服务场所","克一河镇克一河林业局综合管护站","鄂伦春自治旗","122.397456,50.644060","内蒙古自治区","呼伦贝尔市","15947740915","amap_place_text"
"B0JRBRYJXC","牙克石林场","玉镇山林场","公司企业;农林牧渔基地;其它农林牧渔基地","204省道东北30米","牙克石市","121.219159,48.609379","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0K13H0WGC","甘河林场","国营甘河农场","公司企业;农林牧渔基地;其它农林牧渔基地","兴农村村民委员会东北侧","莫力达瓦达斡尔族自治旗","124.664578,49.351630","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0KDFX9NPL","免渡河林业局","利洁干洗店","生活服务;洗衣店;洗衣店","免渡河林业局北侧80米","牙克石市","121.049360,49.096467","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0KRKD7TVL","甘河林业局","肖家面馆","餐饮服务;中餐厅;中餐厅","甘河林业局东侧170米","鄂伦春自治旗","123.052996,50.632454","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0KRLG56E5","甘河林场","国营甘河农场","公司企业;农林牧渔基地;其它农林牧渔基地","腾克镇G111(京加线)","莫力达瓦达斡尔族自治旗","124.658580,49.221416","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0KRN4CARA","大杨树林场","大杨树农贸市场","购物服务;综合市场;农副产品市场","甘奎路与中心街交叉口东北160米","鄂伦春自治旗","124.616073,49.745880","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0L047Y02R","免渡河林业局","供销为民超市","购物服务;超级市场;超市","免渡河林业局北侧60米","牙克石市","121.049655,49.096324","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0L0C7Z69T","甘河林场","甘河农场","公司企业;农林牧渔基地;其它农林牧渔基地","","莫力达瓦达斡尔族自治旗","124.383075,49.352125","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0L0O9J1R3","甘河林业局","甘河林业局信息中心","政府机构及社会团体;政府机关;政府机关相关","中央街16号","鄂伦春自治旗","123.049197,50.632765","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0L0UZVE82","阿里河林场","阿里河铁道南派出所","政府机构及社会团体;公检法机构;公安警察","阿里河镇","鄂伦春自治旗","123.725614,50.584377","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0L0Z7F71W","加格达奇林业局","加格达奇林业局森林消防一大队","政府机构及社会团体;公检法机构;消防机关","工业园区0公里","加格达奇区","124.179145,50.421513","黑龙江省","大兴安岭地区","","amap_place_text"
"B0L12ZTPS4","免渡河林业局","壹元油饼家常菜","餐饮服务;中餐厅;中餐厅","免渡河林业局东侧90米","牙克石市","121.050675,49.095575","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0L1ZCNP27","阿里河林业局","阿里河国家森林公园景区餐厅","餐饮服务;中餐厅;中餐厅","","鄂伦春自治旗","123.437099,50.345535","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0L3ACVAEH","阿里河林业局","东奇百货商店","购物服务;购物相关场所;购物相关场所","阿里河林业局北侧180米","鄂伦春自治旗","123.723967,50.601507","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0L3ASTP3U","甘河林场","国营甘河农场","公司企业;农林牧渔基地;其它农林牧渔基地","","莫力达瓦达斡尔族自治旗","124.690425,49.320625","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0L3JLFFUS","加格达奇林场","东风林场","公司企业;农林牧渔基地;其它农林牧渔基地","Z001南30米","加格达奇区","124.119799,50.355625","黑龙江省","大兴安岭地区","","amap_place_text"
"B0L67D1QEX","图里河林业局","伊图里河林业局","政府机构及社会团体;政府机关;乡镇级政府及事业单位","伊图里河镇","牙克石市","121.553626,50.651440","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0L67D1QEX","牙克石林业局","伊图里河林业局","政府机构及社会团体;政府机关;乡镇级政府及事业单位","伊图里河镇","牙克石市","121.553626,50.651440","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0L67D1QEX","伊图里河林业局","伊图里河林业局","政府机构及社会团体;政府机关;乡镇级政府及事业单位","伊图里河镇","牙克石市","121.553626,50.651440","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0L6LZAAEG","阿里河林场","阿里河","地名地址信息;自然地名;河流","鄂伦春自治旗","鄂伦春自治旗","123.652498,50.739491","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LACAKE4B","甘河林场","国营甘河农场","公司企业;农林牧渔基地;其它农林牧渔基地","甘河农场学校东侧ab座","莫力达瓦达斡尔族自治旗","124.640649,49.381567","内蒙古自治区","呼伦贝尔市","0470-2372011","amap_place_text"
"B0LASLWH8G","伊图里河林业局","伊东大商店","购物服务;便民商店/便利店;便民商店/便利店","伊图里河林业局西南侧100米","牙克石市","121.589228,50.648938","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LD3UCT78","免渡河林业局","免渡河林业局红旗林场中心管护站","政府机构及社会团体;政府机关;政府机关相关","","牙克石市","121.796830,49.175404","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LD3UCT78","牙克石林业局","免渡河林业局红旗林场中心管护站","政府机构及社会团体;政府机关;政府机关相关","","牙克石市","121.796830,49.175404","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LDCHTDOR","甘河林场","国营甘河农场","公司企业;农林牧渔基地;其它农林牧渔基地","","莫力达瓦达斡尔族自治旗","124.557775,49.353625","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LDMRF0MK","大杨树林业局","大杨树林业局库莫林场家属区","商务住宅;住宅区;住宅小区","","鄂伦春自治旗","123.993000,49.667000","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LDS4VN9K","免渡河林业局","免渡河林业局红旗林场62瞭望塔","风景名胜;风景名胜;风景名胜","","牙克石市","121.746433,49.143271","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LDS4VN9K","牙克石林场","免渡河林业局红旗林场62瞭望塔","风景名胜;风景名胜;风景名胜","","牙克石市","121.746433,49.143271","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LGZ5S4Z0","伊图里河林业局","中铁三局滨洲铁路项目部","公司企业;公司;公司","伊图里河林业局温河生态功能区管理处西侧120米","牙克石市","121.918475,48.756375","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LK078U5X","库都尔林业局","库都尔镇中心卫生院","医疗保健服务;综合医院;卫生院","库都尔森林公安局西侧60米","牙克石市","121.618075,50.028525","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LKPUZJH9","甘河林场","国营甘河农场","公司企业;农林牧渔基地;其它农林牧渔基地","","莫力达瓦达斡尔族自治旗","124.698725,49.300875","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LKZPE0XA","大杨树林业局","内蒙古大杨树林业局停车场","交通设施服务;停车场;公共停车场","能源路与多布库尔街交叉口东南240米","鄂伦春自治旗","124.625825,49.737225","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LR4HPXXK","图里河林业局","图里河育林农场","公司企业;农林牧渔基地;其它农林牧渔基地","图里河林业哈达防火外站","牙克石市","121.072802,50.377006","内蒙古自治区","呼伦贝尔市","13904707657","amap_place_text"
"B0LRZK10BY","甘河林场","国营甘河农场","公司企业;农林牧渔基地;其它农林牧渔基地","","莫力达瓦达斡尔族自治旗","124.727125,49.307675","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LU96A97Y","牙克石林场","牙克石市建设街道林场","公司企业;农林牧渔基地;其它农林牧渔基地","闲庭雅苑养殖园东侧70米","牙克石市","120.692475,49.323075","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0LU974O00","加格达奇林业局","黑龙江加格达奇国家森林公园","风景名胜;公园广场;公园","Z001","加格达奇区","124.121681,50.318014","黑龙江省","大兴安岭地区","","amap_place_text"
"B0LUCZX131","牙克石林场","牙克石林场花海小院","体育休闲服务;体育休闲服务场所;体育休闲服务场所","牙克石市林场","牙克石市","120.796282,49.279303","内蒙古自治区","呼伦贝尔市","0470-7228000","amap_place_text"
"B0M63C8ZIN","大杨树林场","大杨树林业有限责任公司","公司企业;公司;公司","能源路与多布库尔街交叉口东南260米","鄂伦春自治旗","124.626025,49.737225","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0M63C8ZIN","大杨树林业局","大杨树林业有限责任公司","公司企业;公司;公司","能源路与多布库尔街交叉口东南260米","鄂伦春自治旗","124.626025,49.737225","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0M69DAUAX","大杨树林场","大杨树农贸市场","购物服务;购物相关场所;购物相关场所","甘奎街与繁荣路交叉口北20米","鄂伦春自治旗","124.607723,49.747052","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0M6B7HJG6","甘河林场","甘河农场","公司企业;农林牧渔基地;其它农林牧渔基地","巴彦农场中央街与兴彦路交叉口东北100米","莫力达瓦达斡尔族自治旗","124.881625,49.522475","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0MB2Z0KFI","加格达奇林场","跃进林场","公司企业;农林牧渔基地;其它农林牧渔基地","加格达奇林业局(跃进经营林场)东南侧140米","加格达奇区","124.080119,50.424418","黑龙江省","大兴安岭地区","","amap_place_text"
"B0MB2Z0KFI","加格达奇林业局","跃进林场","公司企业;农林牧渔基地;其它农林牧渔基地","加格达奇林业局(跃进经营林场)东南侧140米","加格达奇区","124.080119,50.424418","黑龙江省","大兴安岭地区","","amap_place_text"
"B0MBB9XHEA","免渡河林业局","多乐士(中华路二道街店)","购物服务;家居建材市场;家居建材市场","免渡河林业局北侧70米","牙克石市","121.049489,49.096370","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0MBKKOLJS","大杨树林场","大杨树农贸市场","购物服务;综合市场;农副产品市场","红星街与南环路交叉口东300米","鄂伦春自治旗","124.584475,49.753375","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0MBLUTER9","免渡河林业局","劳保百货鞋帽","购物服务;购物相关场所;购物相关场所","免渡河林业局西侧130米","牙克石市","121.047575,49.095625","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"B0MBRGPX7X","根河林业局","阿龙山森林公安局","政府机构及社会团体;公检法机构;公检法机关","根河瑞丰旅店南侧120米","根河市","121.870362,51.692220","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"BY0001JSIX","阿里河林场","阿里河","地名地址信息;自然地名;河流","鄂伦春自治旗","鄂伦春自治旗","123.755348,50.574538","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"BZGJRQ0003","甘河林场","甘河农场收费站(京加线东南向)","道路附属设施;收费站;收费站","莫力达瓦达斡尔族自治旗","莫力达瓦达斡尔族自治旗","124.731541,49.576376","内蒙古自治区","呼伦贝尔市","","amap_place_text"
"BZGJRQ0004","甘河林场","甘河农场收费站(京加线西北向)","道路附属设施;收费站;收费站","莫力达瓦达斡尔族自治旗","莫力达瓦达斡尔族自治旗","124.732164,49.576509","内蒙古自治区","呼伦贝尔市","","amap_place_text"
